QUERY,PRICE_TYPE,TIME_PERIOD,INTENT
What was the close price comparison between Microsoft and Apple this year?,close,ytd,stock_comparison
What was the volume price comparison between Apple and Tesla this year?,volume,ytd,stock_comparison
What was the close price comparison between Apple and Tesla this year?,close,ytd,stock_comparison
What was the close price comparison between Microsoft and Apple this year?,close,ytd,stock_comparison
Compare the high price of Apple and Facebook this year.,high,ytd,stock_comparison
Compare the low price of Facebook and Google this year.,low,ytd,stock_comparison
What was the close price comparison between Apple and Microsoft this year?,close,ytd,stock_comparison
Compare the volume price of Apple and Google this year.,volume,ytd,stock_comparison
Compare the high price of Amazon and Microsoft this year.,high,ytd,stock_comparison
Compare the high price of Tesla and Apple this year.,high,ytd,stock_comparison
What was the close price comparison between Facebook and Tesla this year?,close,ytd,stock_comparison
Compare the low price of Facebook and Google this year.,low,ytd,stock_comparison
What was the high price comparison between Amazon and Google this year?,high,ytd,stock_comparison
What was the volume price comparison between Tesla and Facebook this year?,volume,ytd,stock_comparison
What was the close price comparison between Tesla and Apple this year?,close,ytd,stock_comparison
Compare the volume price of Amazon and Apple this year.,volume,ytd,stock_comparison
Compare the close price of Tesla and Microsoft this year.,close,ytd,stock_comparison
Compare the low price of Google and Tesla this year.,low,ytd,stock_comparison
What was the volume price comparison between Apple and Tesla this year?,volume,ytd,stock_comparison
What was the volume price comparison between Apple and Tesla this year?,volume,ytd,stock_comparison
What was the volume price comparison between Google and Amazon this year?,volume,ytd,stock_comparison
What was the close price comparison between Amazon and Apple this year?,close,ytd,stock_comparison
Compare the open price of Microsoft and Apple this year.,open,ytd,stock_comparison
What was the high price comparison between Amazon and Tesla this year?,high,ytd,stock_comparison
Compare the open price of Apple and Microsoft this year.,open,ytd,stock_comparison
Compare the close price of Tesla and Microsoft this year.,close,ytd,stock_comparison
What was the high price comparison between Apple and Amazon this year?,high,ytd,stock_comparison
What was the close price comparison between Amazon and Apple this year?,close,ytd,stock_comparison
Compare the open price of Google and Microsoft this year.,open,ytd,stock_comparison
What was the volume price comparison between Tesla and Google this year?,volume,ytd,stock_comparison
What was the volume price comparison between Facebook and Apple this year?,volume,ytd,stock_comparison
What was the close price comparison between Apple and Tesla this year?,close,ytd,stock_comparison
Compare the low price of Apple and Tesla this year.,low,ytd,stock_comparison
What was the volume price comparison between Amazon and Facebook this year?,volume,ytd,stock_comparison
What was the close price comparison between Amazon and Tesla this year?,close,ytd,stock_comparison
Compare the current price of Facebook and Amazon this year.,current,ytd,stock_comparison
What was the volume price comparison between Amazon and Facebook this year?,volume,ytd,stock_comparison
Compare the high price of Microsoft and Amazon this year.,high,ytd,stock_comparison
What was the volume price comparison between Amazon and Google this year?,volume,ytd,stock_comparison
Compare the close price of Google and Amazon this year.,close,ytd,stock_comparison
Compare the volume price of Tesla and Google this year.,volume,ytd,stock_comparison
What was the close price comparison between Amazon and Google this year?,close,ytd,stock_comparison
Compare the close price of Tesla and Amazon this year.,close,ytd,stock_comparison
What was the close price comparison between Tesla and Facebook this year?,close,ytd,stock_comparison
Compare the close price of Microsoft and Amazon this year.,close,ytd,stock_comparison
Compare the volume price of Google and Apple this year.,volume,ytd,stock_comparison
What was the close price comparison between Facebook and Microsoft this year?,close,ytd,stock_comparison
What was the close price comparison between Amazon and Tesla this year?,close,ytd,stock_comparison
What was the close price comparison between Amazon and Apple this year?,close,ytd,stock_comparison
What was the low price comparison between Microsoft and Facebook this year?,low,ytd,stock_comparison
What was the volume price comparison between Tesla and Google this year?,volume,ytd,stock_comparison
Compare the high price of Apple and Facebook this year.,high,ytd,stock_comparison
Compare the low price of Tesla and Microsoft this year.,low,ytd,stock_comparison
Compare the high price of Facebook and Amazon this year.,high,ytd,stock_comparison
Compare the close price of Microsoft and Apple this year.,close,ytd,stock_comparison
Compare the close price of Google and Facebook this year.,close,ytd,stock_comparison
Compare the volume price of Amazon and Apple this year.,volume,ytd,stock_comparison
Compare the close price of Facebook and Apple this year.,close,ytd,stock_comparison
What was the low price comparison between Google and Facebook this year?,low,ytd,stock_comparison
Compare the volume price of Google and Apple this year.,volume,ytd,stock_comparison
Compare the current price of Facebook and Amazon this year.,current,ytd,stock_comparison
Compare the low price of Tesla and Microsoft this year.,low,ytd,stock_comparison
What was the close price comparison between Apple and Amazon this year?,close,ytd,stock_comparison
Compare the high price of Google and Apple this year.,high,ytd,stock_comparison
Compare the low price of Facebook and Apple this year.,low,ytd,stock_comparison
Compare the volume price of Apple and Google this year.,volume,ytd,stock_comparison
What was the open price comparison between Tesla and Apple this year?,open,ytd,stock_comparison
Compare the open price of Google and Apple this year.,open,ytd,stock_comparison
Compare the volume price of Microsoft and Apple this year.,volume,ytd,stock_comparison
What was the high price comparison between Amazon and Microsoft this year?,high,ytd,stock_comparison
What was the close price comparison between Microsoft and Apple this year?,close,ytd,stock_comparison
Compare the low price of Microsoft and Facebook this year.,low,ytd,stock_comparison
Compare the high price of Facebook and Amazon this year.,high,ytd,stock_comparison
What was the open price comparison between Apple and Microsoft this year?,open,ytd,stock_comparison
What was the low price comparison between Microsoft and Facebook this year?,low,ytd,stock_comparison
Compare the volume price of Google and Apple this year.,volume,ytd,stock_comparison
What was the volume price comparison between Amazon and Apple this year?,volume,ytd,stock_comparison
Compare the close price of Apple and Microsoft this year.,close,ytd,stock_comparison
What was the high price comparison between Amazon and Tesla this year?,high,ytd,stock_comparison
What was the close price comparison between Amazon and Tesla this year?,close,ytd,stock_comparison
What was the close price comparison between Apple and Amazon this year?,close,ytd,stock_comparison
Compare the high price of Apple and Tesla this year.,high,ytd,stock_comparison
Compare the open price of Google and Apple this year.,open,ytd,stock_comparison
What was the high price comparison between Google and Tesla this year?,high,ytd,stock_comparison
Compare the open price of Facebook and Amazon this year.,open,ytd,stock_comparison
What was the close price comparison between Microsoft and Facebook this year?,close,ytd,stock_comparison
Compare the low price of Tesla and Microsoft this year.,low,ytd,stock_comparison
Compare the volume price of Apple and Google this year.,volume,ytd,stock_comparison
Compare the high price of Amazon and Facebook this year.,high,ytd,stock_comparison
Compare the close price of Google and Amazon this year.,close,ytd,stock_comparison
Compare the current price of Tesla and Apple this year.,current,ytd,stock_comparison
Compare the open price of Facebook and Microsoft this year.,open,ytd,stock_comparison
What was the open price comparison between Tesla and Google this year?,open,ytd,stock_comparison
Compare the low price of Apple and Microsoft this year.,low,ytd,stock_comparison
Compare the close price of Apple and Tesla this year.,close,ytd,stock_comparison
Compare the low price of Microsoft and Apple this year.,low,ytd,stock_comparison
Compare the high price of Apple and Tesla this year.,high,ytd,stock_comparison
What has been the stock movement for Facebook in the last year?,current,1y,stock_trend
What has been the stock movement for Microsoft in the 6 months ago?,current,6mo,stock_trend
Show me the current trend of Microsoft over the 5 days ago.,current,5d,stock_trend
What has been the stock movement for Amazon in the 3 months ago?,current,3mo,stock_trend
What has been the stock movement for Tesla in the last year?,current,1y,stock_trend
What has been the stock movement for Tesla in the last year?,current,1y,stock_trend
What has been the stock movement for Facebook in the today?,current,1d,stock_trend
What has been the stock movement for Amazon in the last year?,current,1y,stock_trend
Show me the current trend of Apple over the 2 days ago.,current,2d,stock_trend
Show me the current trend of Tesla over the last year.,current,1y,stock_trend
What has been the stock movement for Microsoft in the 6 months ago?,current,6mo,stock_trend
How has Amazon's stock performed over the 3 months ago?,current,3mo,stock_trend
Show me the current trend of Google over the last month.,current,1mo,stock_trend
Show me the current trend of Apple over the 6 months ago.,current,6mo,stock_trend
What has been the stock movement for Microsoft in the last year?,current,1y,stock_trend
Show me the current trend of Google over the last month.,current,1mo,stock_trend
What has been the stock movement for Facebook in the last year?,current,1y,stock_trend
Show me the current trend of Microsoft over the 5 days ago.,current,5d,stock_trend
